CustomerID,TotalPurchase,PurchaseFrequency,Quantity,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceDayOfWeek,InvoiceDayOfYear,Cluster,PC1,PC2
13428.0,218.47,74,156,2011,11,29,1,333,1,0.2155796178800081,-0.714605232762064
13429.0,1006.8,67,1390,2011,9,25,6,268,1,-0.04104474805056523,-0.3067029668975006
13430.0,648.6899999999999,54,738,2011,9,14,2,257,1,0.10991831158673765,-0.418694918799755
13431.0,1269.1,46,672,2011,9,12,0,255,1,0.1510755464262123,-0.37235650498265543
13434.0,534.24,10,300,2011,9,4,6,247,1,0.28519231372843046,-0.6847822670934789
13435.0,3794.4900000000002,103,2125,2011,6,3,4,154,0,-0.09352629416604996,0.43830065880686025
13436.0,196.89,12,76,2011,12,8,3,342,1,0.8768762137090748,-1.160621532099067
13437.0,3408.06,167,1283,2011,6,2,3,153,0,-0.07705287405732711,0.4287423911865302
13439.0,283.71,54,242,2011,3,29,1,88,0,-1.7552600206008826,0.6405073855891237
13441.0,296.64,13,204,2011,9,9,4,252,1,0.144405181193813,-0.638161143298171
13447.0,1104.23,62,577,2011,11,4,4,308,1,0.8565317253376554,-0.8366523899201677
13448.0,3465.67,199,1638,2010,12,1,2,335,3,2.59970636915407,-0.9304083752668771
13449.0,291.88,19,222,2011,11,16,2,320,1,0.4657628353584511,-0.8881948717539389
13450.0,2043.7199999999998,71,1982,2011,5,5,3,125,0,-0.5035897352986561,0.45911558467579533
13451.0,2916.45,444,2143,2011,1,9,6,9,0,-1.0824166469413574,1.7738076236600167
13452.0,590.0,2,2,2011,3,14,0,73,0,-1.482159681912667,0.47705136371637996
13453.0,356.97999999999996,17,134,2011,2,23,2,54,0,-1.890603714740911,0.6822820409960122
13455.0,1007.35,53,345,2010,12,8,2,342,3,2.0988871521347257,-1.4324367556187092
13456.0,1737.8200000000002,65,756,2011,5,16,0,136,0,-0.8763051848710914,0.4107919656339389
13458.0,9537.92,394,5460,2010,12,15,2,349,3,2.9789782601232155,0.3127123226365929
13460.0,183.44,17,286,2011,10,21,4,294,1,0.117955634449951,-0.7257455139594093
13461.0,1445.0,27,1170,2011,6,29,2,180,1,-0.9385474205831076,0.24880719212007804
13462.0,143.25,10,61,2011,4,1,4,91,0,-0.9138539671547589,0.1385034555229242
13464.0,674.68,41,403,2011,10,12,2,285,1,0.36198030849462076,-0.6588304942880722
13466.0,297.95,18,258,2011,6,8,2,159,0,-0.5723975994878433,-0.0769046392407858
13467.0,1083.71,99,584,2011,11,3,3,307,1,0.9130011141272355,-0.7656351006948633
13468.0,5656.75,306,2581,2010,12,1,2,335,3,2.8638726921989934,-0.505762686053269
13470.0,165.0,10,100,2011,8,16,1,228,1,-0.2986885590411984,-0.3910550580694324
13471.0,2531.58,260,1590,2011,10,23,6,296,1,0.5323759590779084,-0.05860599705676338
13473.0,417.54,22,260,2011,1,11,1,11,0,-1.8536004425714432,0.8268213859679604
13474.0,229.59,64,132,2011,4,17,6,107,0,-1.1967240121247964,0.29844163720063543
13475.0,1431.78,86,1012,2011,2,14,0,45,0,-1.5240202449391074,0.9480509727175723
13476.0,1092.77,61,414,2011,3,3,3,62,0,-1.0969851153491155,0.5273015273629599
13477.0,1441.53,81,1018,2011,2,21,0,52,0,-1.688763229454397,0.9844926760050943
13479.0,291.0,16,133,2011,4,19,1,109,0,-1.3299800866541336,0.3339017087514074
13481.0,1776.81,112,1127,2010,12,6,0,340,3,2.27654036270676,-1.1708917507525614
13482.0,184.64,11,116,2011,4,21,3,111,0,-1.3717908059988013,0.29120572410469864
13483.0,140.34,10,160,2011,10,5,2,278,1,0.4511654721409534,-0.8147179157440532
13484.0,313.8,8,44,2011,4,12,1,102,0,-1.1840010702488897,0.26929354832713537
13485.0,454.24,23,277,2011,4,20,2,110,0,-1.3220464706609178,0.35973942385699387
13486.0,1122.41,69,669,2011,7,7,3,188,1,-0.18507712863834744,-0.08848662359444004
13487.0,575.4,34,265,2010,12,21,1,355,3,1.7518481776100334,-1.401525404724675
13488.0,8910.61,427,4512,2010,12,7,1,341,3,3.104761692020695,0.1826642883783389
13489.0,449.52,14,560,2011,2,18,4,49,0,-1.7333841699689827,0.6646447884788642
13491.0,1215.82,86,903,2010,12,2,3,336,3,2.324885353979959,-1.3570197948714857
13492.0,1269.84,50,408,2011,5,9,0,129,0,-0.7737633763419499,0.27239147632748484
13493.0,618.63,8,380,2011,2,25,4,56,0,-1.9055844347368855,0.6882905775220206
13494.0,316.26000000000005,18,162,2011,2,1,1,32,0,-1.3937959594886804,0.5682493391768549
13495.0,1990.1200000000001,52,814,2010,12,6,0,340,3,2.196958126615576,-1.2885338054518982
13496.0,617.93,36,329,2010,12,15,2,349,3,1.9043022037034618,-1.4439669100172445
13497.0,321.05,20,159,2010,12,6,0,340,3,2.055084261334485,-1.5260939851899518
13499.0,1146.96,45,1358,2011,3,15,1,74,0,-1.3389200393398404,0.7276367211391335
13500.0,1136.77,67,585,2011,8,9,1,221,1,-0.006528706077386216,-0.2228062069343185
13501.0,1310.47,53,557,2011,2,24,3,55,0,-1.8021328182801095,0.8389227653111566
13502.0,292.0,18,264,2011,1,20,3,20,0,-2.0535629005264164,0.829924336502845
13503.0,216.85,17,248,2011,9,29,3,272,1,-0.31547694964231027,-0.48999215262699436
13504.0,295.93,22,178,2011,10,6,3,279,1,0.45602429678252565,-0.7961816196321987
13505.0,4282.88,227,2461,2011,4,21,3,111,0,-0.8214640749004689,1.178555511172822
13506.0,452.82,29,321,2010,12,5,6,339,3,2.1474128898610174,-1.6044690954673202
13507.0,2479.16,162,1597,2011,7,17,6,198,1,-0.17548985440972362,0.26148173209145137
13508.0,110.97,12,24,2011,4,10,6,100,0,-1.1063437036668753,0.15249108714839782
13509.0,979.72,44,1106,2011,2,28,0,59,0,-1.9014542541212232,0.9486167862500173
13510.0,1785.16,117,1382,2011,6,9,3,160,0,-0.3471689057567394,0.2968314205706056
13512.0,251.21,15,143,2011,3,24,3,83,0,-1.6776728603106266,0.49616118588623764
13513.0,205.1,10,109,2011,8,5,4,217,1,-0.023377133964096027,-0.512035919445162
13514.0,152.20000000000002,4,40,2011,9,27,1,270,1,-0.3150756876143238,-0.5134351205677535
13515.0,891.12,59,681,2011,4,6,2,96,0,-0.9188361309234386,0.40685627865519963
13516.0,1389.41,44,985,2011,4,15,4,105,0,-1.0876908822114086,0.46878664465789033
13517.0,2109.07,143,1360,2011,6,13,0,164,0,-0.4207479830460069,0.43854764685105585
13518.0,659.4399999999999,38,392,2011,9,15,3,258,1,0.05399155367785389,-0.4966724986496432
13519.0,110.80000000000001,9,22,2011,9,22,3,265,1,-0.18343136558261627,-0.5791234906626392
13520.0,3487.75,95,1642,2010,12,3,4,337,3,2.453826136449658,-1.1191686929980122
13521.0,1093.65,436,736,2011,11,29,1,333,1,0.6902631451819774,-0.014910930942008575
13522.0,125.80000000000001,5,44,2011,11,9,2,313,1,0.5920498673630622,-0.9851975639420532
13523.0,3755.38,177,1745,2010,12,8,2,342,3,2.433253357645383,-0.8906283600541228
13524.0,680.1800000000001,27,324,2011,5,4,2,124,0,-0.6983123462343684,0.11836549105111575
13525.0,628.78,6,394,2011,4,5,1,95,0,-0.9912296074335067,0.2848083503862107
13527.0,2263.76,224,1673,2011,1,17,0,17,0,-1.6097747634961606,1.4901759948563702
13529.0,307.76,15,74,2011,5,19,3,139,0,-1.0777018900318622,0.11868964600072446
13531.0,483.8,22,174,2010,12,8,2,342,3,2.0333165215792426,-1.536170927562691
13532.0,210.31,66,129,2011,11,6,6,310,1,0.766537761840974,-0.9674737873028403
13533.0,270.79,76,204,2011,3,17,3,76,0,-1.4449944909796892,0.5582974355507608
13534.0,5613.08,342,2876,2010,12,16,3,350,3,2.586473073640008,-0.34390395666669427
13536.0,3448.29,179,2136,2011,9,25,6,268,1,0.22504375599156026,0.11939156790150159
13538.0,1280.85,25,175,2011,1,28,4,28,0,-2.189967832985412,0.9260988912187582
13539.0,605.84,38,314,2011,2,3,3,34,0,-1.3816529017349088,0.6111082378334901
13544.0,291.41,87,127,2011,4,13,2,103,0,-1.1068821731418692,0.3899235757017777
13546.0,626.99,98,359,2011,5,23,0,143,0,-1.067591803780721,0.3863715564901916
13548.0,682.41,124,441,2011,4,10,6,100,0,-0.932414879368008,0.4165962836536763
13549.0,916.12,52,457,2011,4,11,0,101,0,-1.0693770167704155,0.4400070952587232
13551.0,91.80000000000001,4,12,2011,1,24,0,24,0,-2.20667374145764,0.8467010590546877
13552.0,3539.53,121,1386,2011,1,28,4,28,0,-1.9177376003805766,1.3690864768574986
13555.0,4149.28,136,2660,2011,5,22,6,142,0,-0.6735513379354423,0.8279553785795076
13557.0,584.06,34,546,2011,3,4,4,63,0,-1.1529997909137626,0.4534259769934041
13558.0,605.06,175,344,2011,10,2,6,275,1,0.7623843745021126,-0.5953735562209886
13560.0,174.37,33,64,2011,12,2,4,336,1,1.043009967079824,-1.186110430237627
13561.0,141.85999999999999,14,83,2011,5,8,6,128,0,-0.8112527422952334,-0.017485896557996365
13562.0,1799.33,82,757,2011,4,8,4,98,0,-0.8851235333034531,0.48645878098720674
13563.0,777.53,49,209,2011,7,22,4,203,1,-0.586272463332927,-0.12357281010976331
13564.0,647.74,85,659,2010,12,6,0,340,3,2.1729511770429824,-1.3429943986190256
13565.0,240.22,38,172,2011,1,9,6,9,0,-1.7661250403418653,0.7227878019716967
13566.0,874.71,176,575,2011,9,18,6,261,1,0.18130047256602286,-0.28084081110232245
13568.0,192.85,44,70,2011,6,19,6,170,1,-0.7820164223537582,-0.0730667898060571
13569.0,373.75,85,164,2010,12,7,1,341,3,2.114256801172613,-1.4318216834772763
13570.0,239.49,27,161,2011,4,10,6,100,0,-1.0757115645861535,0.2007808882750535
13571.0,2092.32,341,1759,2011,3,31,3,90,0,-1.2979855261684383,1.3666769503471248
13572.0,1384.25,33,534,2011,5,18,2,138,0,-0.971091539819094,0.2849874282712223
13573.0,294.4,26,303,2011,3,31,3,90,0,-1.8131182510114063,0.5781841800467455
13575.0,732.0699999999999,46,449,2011,6,16,3,167,0,-0.6876997608472698,0.048650472618839834
13576.0,6703.3,130,2640,2010,12,1,2,335,3,2.711072465224714,-0.7088476531769985
13577.0,1658.3,85,771,2011,4,12,1,102,0,-0.999426108145247,0.5651918164567178
13579.0,467.04,23,176,2010,12,5,6,339,3,2.131645619271297,-1.629991096017799
13581.0,118.0,10,30,2011,2,3,3,34,0,-1.450033314706174,0.5012846079106199
13583.0,781.03,53,725,2011,7,7,3,188,1,-0.21202811107291966,-0.12986853666446085
13584.0,142.4,24,37,2011,2,6,6,37,0,-1.4797226362272902,0.4872870779130425
13587.0,347.0,11,160,2011,10,7,4,280,1,0.4289402967166395,-0.8252330055486045
13588.0,2445.12,180,2573,2011,3,29,1,88,0,-1.3789778852572427,1.255539462471916
13589.0,379.65,21,114,2011,6,13,0,164,0,-0.7043587997322792,-0.014799618217585292
13590.0,1976.12,89,1846,2011,2,9,2,40,0,-1.316060717527903,1.0174585650561658
13591.0,1117.13,58,485,2011,3,18,4,77,0,-1.4301325047031646,0.6056258567770634
13592.0,247.95999999999998,16,84,2011,3,20,6,79,0,-1.56732553362227,0.40898118094110564
13593.0,1990.28,129,707,2011,1,7,4,7,0,-1.532321704566952,1.0709952180563793
13594.0,396.97,26,359,2011,10,18,1,291,1,0.18752414907642362,-0.6502047166141082
13596.0,697.04,166,406,2011,11,27,6,331,1,0.43481357154919126,-0.6152795626751806
13598.0,167.42000000000002,41,57,2011,10,23,6,296,1,0.09778930004969666,-0.7412587679924054
13599.0,5030.6,264,3169,2010,12,8,2,342,3,2.672594429672287,-0.5019900923883025
13600.0,219.52,19,324,2011,1,31,0,31,0,-2.3244014615431,0.9584159776096415
13601.0,693.32,99,548,2011,5,12,3,132,0,-0.7782405423241905,0.2897458535943675
13602.0,428.89,23,267,2011,10,6,3,279,1,0.46804260968289824,-0.7754107534425877
13603.0,164.34,27,164,2011,11,13,6,317,1,0.5637440000754051,-0.9852442835237503
13606.0,280.53999999999996,43,279,2011,2,1,1,32,0,-1.3595271494133356,0.619210671453131
13607.0,678.01,98,290,2011,10,30,6,303,1,0.036013487854196634,-0.5468757443865905
13610.0,1115.43,228,514,2011,2,27,6,58,0,-1.6640262863314528,1.0599141992470775
13611.0,1158.2,76,762,2010,12,15,2,349,3,1.9979065320925582,-1.29423539624595
13614.0,1610.46,201,570,2011,1,13,3,13,0,-1.6198625780287388,1.199979421708717
13615.0,399.99,24,183,2011,1,25,1,25,0,-2.177014326991617,0.9058865735395398
13617.0,544.18,44,300,2011,6,12,6,163,1,-0.5936090459985087,-0.0660031453142838
13618.0,177.34,13,246,2011,6,19,6,170,1,-0.8054622395069068,-0.10268517674437073
13621.0,213.85,19,343,2011,8,15,0,227,1,-0.2551504757318099,-0.3322789707272649
13623.0,672.44,86,286,2011,2,15,1,46,0,-1.6162918637760508,0.800163678063114
13626.0,257.23,19,209,2011,4,1,4,91,0,-0.889723546643463,0.17760290573229986
13627.0,1624.02,94,1266,2010,12,17,4,351,3,2.037798025825063,-1.2017675510165573
13629.0,7792.36,59,4372,2011,1,5,2,5,0,-1.1178681145467246,1.7973589622513177
13630.0,1995.68,80,1377,2011,2,27,6,58,0,-1.7385590578791963,0.9842110025923804
13631.0,3021.77,12,460,2011,3,17,3,76,0,-1.3958434886911593,0.6684541053304315
13632.0,2117.02,147,1036,2011,4,10,6,100,0,-0.8133660712191545,0.6173823444303046
13634.0,1575.16,188,704,2011,1,16,6,16,0,-1.6734536314139323,1.1540612110125281
13635.0,1071.03,62,677,2011,10,3,0,276,1,0.609507316037377,-0.5845933252205466
13636.0,941.62,64,586,2011,2,27,6,58,0,-1.8484962987735836,0.7967597641468956
13637.0,810.5,101,409,2011,4,27,2,117,0,-1.372930682191929,0.5654270930206993
13638.0,122.64,8,93,2011,11,24,3,328,1,0.2630925924623716,-0.9017470154078655
13639.0,1033.34,40,800,2011,9,26,0,269,1,-0.17586098560705832,-0.29643569559215416
13642.0,354.8,66,173,2011,5,8,6,128,0,-0.7393420378053862,0.08956612471477197
13643.0,519.44,28,273,2011,6,7,1,158,0,-0.5363749606765398,-0.03178387827480603
13644.0,2597.52,148,2060,2011,8,26,4,238,1,-0.1300540717753651,0.22195517314014848
13645.0,252.1,5,158,2011,8,11,3,223,1,-0.16831077127274566,-0.45523134263038884
13647.0,1670.22,80,894,2011,4,19,1,109,0,-1.156327004697695,0.6154505704913233
13649.0,346.6,23,139,2010,12,8,2,342,3,2.0269486350083863,-1.5477391704175025
13650.0,1809.34,98,918,2011,3,17,3,76,0,-1.3152571740469168,0.7782715273152102
13651.0,94.2,6,33,2011,10,31,0,304,1,-0.17208698247518658,-0.641095185036193
13652.0,1095.08,63,578,2010,12,6,0,340,3,2.1598945399165994,-1.3577982860879434
13654.0,2707.33,166,2182,2011,3,11,4,70,0,-0.9775035711131757,1.037255581791479
13655.0,932.97,56,605,2011,4,12,1,102,0,-1.070026422986934,0.4518837760466207
13656.0,379.65,49,490,2011,1,6,3,6,0,-1.6808649189669105,0.8252381431393442
13657.0,382.14,16,209,2011,5,22,6,142,0,-1.1115042165419213,0.10233652131347963
13658.0,2421.47,112,1009,2011,5,19,3,139,0,-0.8281170327974781,0.5214302100137431
13659.0,1550.85,108,879,2011,1,23,6,23,0,-1.9118237311130675,1.089061614537963
13662.0,879.08,58,538,2011,3,25,4,84,0,-1.595508073950841,0.6391197062515817
13663.0,189.47,13,91,2011,6,13,0,164,0,-0.7219501295401096,-0.04273845353126829
13666.0,84.65,12,41,2011,2,25,4,56,0,-1.9436979911806989,0.6197396757513616
13667.0,305.02,87,154,2011,7,13,2,194,1,-0.374308473712881,-0.11822408243541078
13668.0,6216.07,501,3637,2010,12,12,6,346,3,2.950036078390095,-0.044630351753288985
13669.0,218.55,9,237,2011,7,13,2,194,1,-0.45895336688686916,-0.2379361309903774
13670.0,349.7,25,282,2011,9,25,6,268,1,-0.18604344365484446,-0.5462110100977928
13672.0,-71.46,16,-1,2011,1,10,0,10,0,-1.8804331443942837,0.7673754900845777
13673.0,396.92,65,119,2011,11,7,0,311,1,0.7051788169273697,-0.8376145580219243
13675.0,486.82000000000005,25,330,2011,2,28,0,59,0,-1.9926320808471956,0.7952322916984517
13678.0,232.6,16,924,2011,7,11,0,192,1,-0.3739462307017263,-0.11986418404700067
13680.0,2202.31,216,1267,2011,1,4,1,4,0,-1.3436096693774964,1.327052026060297
13681.0,827.83,57,360,2011,7,7,3,188,1,-0.2300215501052028,-0.16309050902418595
13682.0,59.5,3,10,2011,6,5,6,156,0,-0.5168142380261385,-0.23996172600937635
13684.0,64.23,31,38,2011,2,27,6,58,0,-1.9546098873785984,0.6224187124853723
13685.0,3119.44,39,5056,2011,10,10,0,283,1,0.7914461656695693,0.06904936599004903
13686.0,72.0,8,70,2011,6,10,4,161,0,-0.635619010042588,-0.15541509410467375
13689.0,910.0,6,512,2011,10,7,4,280,1,0.4678935715084522,-0.7548315779018454
13690.0,172.25,9,67,2011,10,11,1,284,1,0.30070187022909806,-0.7691620618039627
13692.0,1466.8700000000001,55,1224,2011,4,17,6,107,0,-1.0877822830556387,0.4935270229474635
13693.0,-32.0,4,-6,2011,1,18,1,18,0,-2.06814293494103,0.7805163857704505
13694.0,62653.1,585,61803,2010,12,1,2,335,2,9.246606055101338,10.623226405432009
13695.0,2504.13,90,1603,2011,3,25,4,84,0,-1.4280951125440084,0.9216882045025602
13697.0,151.29999999999998,12,177,2011,11,1,1,305,1,0.7851226869377036,-0.987017285055712
13699.0,308.58000000000004,14,66,2011,7,7,3,188,1,-0.3169577827466838,-0.29994626450859463
13700.0,2265.12,197,2304,2011,1,16,6,16,0,-1.5313496810578642,1.4009051659675675
13703.0,99.5,1,10,2011,1,25,1,25,0,-2.225415144085243,0.8293416278169683
13704.0,2295.31,135,1528,2011,9,12,0,255,1,0.34560409219441146,-0.06337826723008955
13705.0,711.86,28,363,2010,12,1,2,335,3,2.2210523555871955,-1.5325270218185119
13706.0,330.79,20,189,2011,2,10,3,41,0,-1.5802800059475899,0.5928089648727132
13707.0,806.41,48,351,2011,1,28,4,28,0,-2.1705151885217475,0.9518009652677523
13708.0,296.88,51,306,2011,3,13,6,72,0,-1.3518306136750913,0.4506383641797703
13709.0,6249.110000000001,346,3501,2011,1,28,4,28,0,-1.4248709811599154,2.1520916500200458
13710.0,180.48,8,176,2011,11,8,1,312,1,0.6217602889712336,-0.9485241852104146
13711.0,252.06,13,140,2011,5,5,3,125,0,-0.7577727478038421,0.03349985069442119
13712.0,228.84,10,352,2011,4,7,3,97,0,-1.0357141925033697,0.23406918794364606
13715.0,1053.94,108,555,2010,12,2,3,336,3,2.3202238424722017,-1.3734947146784888
13716.0,138.28,21,138,2011,3,15,1,74,0,-1.4845180669546842,0.48035933438484546
13717.0,1432.26,103,1958,2011,2,14,0,45,0,-1.4423158865082195,1.0856011568017956
13718.0,306.55,12,173,2011,2,17,3,48,0,-1.7511029010987593,0.6196764112938987
13719.0,1041.68,60,609,2011,4,19,1,109,0,-1.2211532474121716,0.5089022977043028
13720.0,799.9,43,501,2011,3,30,2,89,0,-1.7464765569146097,0.674555556874678
13721.0,524.14,28,316,2011,11,3,3,307,1,0.7950787999986382,-0.9465209378143895
13722.0,2369.16,86,1400,2011,3,2,2,61,0,-0.9401685332461427,0.7793795794515942
13723.0,199.85000000000002,6,43,2011,5,6,4,126,0,-0.7895250568943184,-0.005263512561801355
13725.0,1809.81,118,659,2011,2,4,4,35,0,-1.239915156112931,0.8449597689250715
13726.0,1079.6599999999999,42,1054,2011,8,31,2,243,1,-0.5007884865081917,-0.09521384479651895
13727.0,333.48,20,162,2011,11,6,6,310,1,0.7221119288512432,-1.0284314056670032
13728.0,1016.14,63,458,2011,2,2,2,33,0,-1.3132610884251228,0.7075667285000632
13730.0,752.6,43,488,2011,7,1,4,182,1,-0.0955769387483166,-0.23120617390160572
13731.0,610.59,38,278,2011,4,7,3,97,0,-0.9950698111203078,0.2950451203974707
13732.0,491.86,33,498,2011,11,11,4,315,1,0.6360134310455882,-0.8893045812547644
13735.0,2766.18,208,1083,2011,4,19,1,109,0,-0.9599673720963922,0.9129347855193694
13736.0,724.0,194,493,2011,3,24,3,83,0,-1.4372555536464586,0.8521740835888556
13737.0,339.59999999999997,30,125,2011,5,23,0,143,0,-1.1696793083239747,0.23219773085830525
13739.0,216.9,3,54,2011,11,21,0,325,1,0.30514917924736884,-0.869377320189451
13740.0,350.75,23,425,2011,4,13,2,103,0,-1.1561850336778905,0.3271734438875906
13741.0,666.33,35,217,2011,5,6,4,126,0,-0.7281301422151055,0.09187931481922643
13742.0,3102.42,323,1116,2011,1,23,6,23,0,-1.5982191344049137,1.5602269495505559
13743.0,1340.1499999999999,42,1775,2011,3,25,4,84,0,-1.513942495519294,0.7887718223275194
13744.0,1156.36,72,1249,2011,2,20,6,51,0,-1.6275934689443103,0.8580915124064111
13745.0,291.54,26,486,2011,6,30,3,181,1,-1.0439711963775566,0.07820612610653348
13747.0,79.6,1,8,2010,12,1,2,335,3,2.143644656347033,-1.6586031538300816
13748.0,948.25,28,439,2010,12,1,2,335,3,2.234984594417422,-1.5080285503093573
13750.0,1647.26,24,516,2011,1,7,4,7,0,-1.6748702219304596,0.8594936224616186
13751.0,296.25,9,152,2011,2,24,3,55,0,-1.9161627471090352,0.6548098916400622
13752.0,1186.28,76,876,2011,4,7,3,97,0,-0.8914171418846906,0.46322818030873225
13753.0,741.26,35,512,2011,2,25,4,56,0,-1.8621365829057495,0.7546376662743907
13754.0,282.59999999999997,12,214,2011,1,26,2,26,0,-2.208298515333192,0.8698470671732642
13755.0,2154.68,343,1241,2011,10,7,4,280,1,0.9385060923457443,-0.05296120448913089
13756.0,5145.12,143,3164,2010,12,7,1,341,3,2.557323297363665,-0.6740256111533628
13758.0,3190.55,117,1844,2010,12,1,2,335,3,2.5116679953620964,-1.0545517016649075
13759.0,659.4100000000001,25,287,2011,9,29,3,272,1,-0.28733168243476703,-0.4435106651421602
13760.0,286.79,57,197,2011,3,28,0,87,0,-1.739230606947705,0.6530861136703319
13761.0,1070.65,70,642,2011,6,13,0,164,0,-0.5887572124292517,0.17026505936060532
13762.0,3.552713678800501e-15,14,0,2011,5,5,3,125,0,-0.775425344649282,0.0020724528821589212
13763.0,1689.46,17,725,2011,6,21,1,172,0,-0.794516247798783,0.1669418119027634
13764.0,1521.76,208,932,2011,1,6,3,6,0,-1.4314519667517465,1.2045017724474338
13767.0,16945.71,399,7258,2010,12,1,2,335,3,3.7023089134049005,0.9340948338421053
13769.0,2771.87,143,1152,2010,12,7,1,341,3,2.3346055846104665,-1.0659482413210366
13771.0,2631.7,120,1476,2011,4,6,2,96,0,-0.7326783921815514,0.7114931976124226
13772.0,1132.13,177,546,2011,4,14,3,104,0,-0.962758140602752,0.6242853300811282
13774.0,345.0,22,192,2011,9,19,0,262,1,-0.10219520669666277,-0.48453729849907473
13777.0,25748.350000000002,219,12804,2010,12,1,2,335,3,4.2007254440241955,1.878310925396138
13778.0,178.7,9,70,2011,8,28,6,240,1,-0.5389952045096517,-0.41659955085329314
13780.0,360.01,57,318,2011,6,22,2,173,1,-0.8425093377300356,0.08210894218472466
13781.0,127.84,17,30,2011,4,3,6,93,0,-0.9398035253241969,0.11921038650709793
13782.0,912.0,115,371,2011,1,16,6,16,0,-1.8018117589718963,0.9555637164714513
13784.0,2462.79,31,2493,2011,1,11,1,11,0,-1.6185343398466203,1.237176804397591
13786.0,230.39999999999998,7,136,2010,12,7,1,341,3,2.0201100055376355,-1.568263823401411
13787.0,309.04,31,337,2010,12,10,4,344,3,2.016469324710308,-1.5401465732037065
13790.0,348.8,45,748,2011,12,5,0,339,1,1.0105957738347482,-0.9810853520154351
13791.0,1047.68,17,828,2011,6,24,4,175,1,-0.858491834676085,0.09795196651668654
13792.0,195.55,13,92,2011,2,25,4,56,0,-1.9350299070591925,0.6346121832064101
13798.0,36351.42,439,23514,2010,12,2,3,336,3,5.539456466089479,4.166460969118998
13799.0,688.86,39,402,2011,2,18,4,49,0,-1.7070100461164897,0.7016381243083119
13800.0,558.32,33,331,2011,2,3,3,34,0,-1.3878830376569544,0.6020262699904776
13801.0,324.8,23,168,2011,10,4,1,277,1,0.4886732373335726,-0.7681038327794311
13802.0,3906.27,66,2281,2010,12,14,1,348,3,2.2064375112400305,-0.9381501588206723
13803.0,277.07,17,121,2011,3,29,1,88,0,-1.8047563121694863,0.5672494480758886
13804.0,2635.79,137,1498,2011,2,23,2,54,0,-1.5807302445311922,1.182541921635627
13805.0,924.6,13,1900,2011,8,2,1,214,1,0.17249066079313713,-0.21180378599615707
13806.0,256.38,10,56,2011,10,7,4,280,1,0.4175195709043687,-0.8449598416854237
13807.0,112.6,7,36,2010,12,7,1,341,3,2.009046358071991,-1.587732854856891
13808.0,1747.66,76,782,2011,9,4,6,247,1,0.4363316373544342,-0.4436212125381701
13809.0,155.05,12,29,2011,2,7,0,38,0,-1.559746838020231,0.5884430437693547
13810.0,899.51,36,311,2011,10,14,4,287,1,0.3276518583099716,-0.6884125720252537
13811.0,591.75,14,67,2011,4,14,3,104,0,-1.1964489057849905,0.27410548963258224
13812.0,539.0,36,333,2011,8,26,4,238,1,-0.4468066090678753,-0.293488253351279
13813.0,1353.41,71,550,2011,7,28,3,209,1,-0.6618655094082364,0.04511564259010708
13814.0,1562.12,58,862,2011,7,25,0,206,1,-0.6011353476950446,0.11338007033072323
13815.0,4014.91,177,2557,2011,1,25,1,25,0,-1.713129698954045,1.664785067257539
13816.0,555.04,33,260,2011,10,6,3,279,1,0.48346388794896594,-0.752036158463728
13817.0,382.98,24,211,2010,12,23,3,357,3,1.6987759766889046,-1.462160326002033
13819.0,1140.35,36,1109,2011,1,24,0,24,0,-2.058821942639924,1.0949245887332046
13821.0,385.64,59,153,2011,3,23,2,82,0,-1.6073778852468574,0.5888666648536641
13822.0,632.0,96,611,2011,10,30,6,303,1,0.05334632325171318,-0.5155720377968029
13823.0,957.66,40,439,2011,9,9,4,252,1,0.21493516488923672,-0.5242093698253456
13824.0,1698.94,46,768,2011,2,2,2,33,0,-1.2859565243422246,0.7619431465584806
13826.0,174.65,12,80,2011,6,16,3,167,0,-0.7710196557362986,-0.08521900742717618
13827.0,412.05,93,141,2011,7,19,1,200,1,-0.508841789072068,-0.04725484556108587
13828.0,209.49,15,311,2011,11,17,3,321,1,0.4485547558575594,-0.9024566328035213
13829.0,-102.0,1,-12,2010,12,15,2,349,3,1.815613011104428,-1.5868856943399787
13831.0,2202.99,74,745,2010,12,5,6,339,3,2.2914981588149277,-1.3679314323103327
13832.0,40.949999999999996,4,25,2011,11,20,6,324,1,0.3643222519982853,-1.0030902264986339
13833.0,384.8,29,118,2011,7,3,6,184,1,-0.18066183986863507,-0.34670130687702144
13835.0,834.57,55,442,2011,5,8,6,128,0,-0.7157089998129266,0.13525369338830065
13837.0,271.24,19,183,2011,1,26,2,26,0,-2.202983465228436,0.8765749214907889
13838.0,691.73,174,263,2010,12,5,6,339,3,2.3140926706163274,-1.3655098546359148
13841.0,85.0,1,100,2011,4,1,4,91,0,-0.9234847516199011,0.12494018428034824
13842.0,3385.62,206,1768,2010,12,8,2,342,3,2.4531794352494845,-0.8663765261562117
13844.0,361.62,20,196,2011,11,28,0,332,1,0.1790131286710758,-0.7732353200937198
13845.0,312.98,9,182,2011,10,6,3,279,1,0.44244793765065976,-0.8152044186962103
13846.0,847.61,58,383,2010,12,14,1,348,3,1.9565886079651205,-1.3747164628205846
13848.0,1255.0,5,3700,2010,12,8,2,342,3,2.277259434385367,-1.1001032848180636
13849.0,1537.95,101,1016,2011,6,22,2,173,0,-0.7028871325897275,0.3112801725619141
